name	clus_1	clus_2	clus_3	clus_4	clus_5	clus_6	clus_7	clus_8	clus_9	clus_10	memb	cluster	subregion
S_390087N1216722W003	0.0005	0.0177	0.9777	0.0033	0	0.0001	0	0.0002	0.0004	0	3	3	sub5
S_390088N1220877W003	0	0	0	0	1	0	0	0	0	0	5	5	sub3
S_390124N1218291W001	0	0.001	0.0799	0	0.9191	0	0	0	0	0	5	5	sub4
S_390124N1218291W002	0	0	1	0	0	0	0	0	0	0	3	3	sub4
S_390124N1218291W003	0	0	0.0012	0.002	0	0.0001	0	0.0017	0.995	0	9	9	sub4
S_390124N1218291W004	0.0005	0.649	0.0939	0.0078	0.0126	0.0012	0.1065	0.1221	0.0032	0.0032	2	2	sub4
S_390174N1214630W001	0	1	0	0	0	0	0	0	0	0	2	2	sub5
S_390174N1214630W002	0	1	0	0	0	0	0	0	0	0	2	2	sub5
S_390174N1214630W003	0.0032	0.0175	0.0009	0	0	0.3632	0	0.0001	0.6147	0.0004	9	9	sub5
S_390201N1214765W001	0.0087	0.4979	0.0126	0.0002	0.0001	0.3558	0	0.0002	0.1239	0.0008	2	2	sub5
S_390216N1215561W001	0.0109	0	0	0	0	0.029	0	0.0001	0.9601	0	9	9	sub5
S_390244N1217813W001	0.0001	0.0018	0.0048	0.7988	0.0001	0.002	0.1795	0.0111	0.0003	0.0016	4	4	sub4
S_390244N1217813W002	0.0002	0.0018	0.0054	0.8197	0.0001	0.0019	0.1602	0.0093	0.0002	0.0014	4	4	sub4
S_390244N1217813W003	0	0.0008	0.9987	0	0	0	0	0.0005	0	0	3	3	sub4
S_390265N1215784W001	0.0128	0.2064	0.1511	0.0523	0	0.229	0	0.0028	0.3452	0.0004	9	9	sub5
S_390291N1219319W001	0.7473	0	0	0	0	0	0	0	0.2526	0	1	1	sub4
S_390433N1218097W001	0.0047	0.0255	0.0389	0.1172	0.1762	0.0018	0.6302	0.0016	0.0019	0.0019	7	7	sub4
S_390458N1216114W001	0.0014	0.0001	0.0009	0.9976	0	0	0	0	0	0	4	4	sub5
S_390458N1216114W002	0.4	0.0027	0.001	0.036	0.0002	0.268	0.0156	0.0021	0.2021	0.0722	1	1	sub5
S_390458N1216114W003	0.0748	0.3989	0.3787	0.0005	0	0.1288	0	0	0.0179	0.0003	2	2	sub5
S_390458N1216114W004	0.0555	0.4325	0.3972	0.0005	0	0.1003	0	0	0.0137	0.0003	2	2	sub5
S_390483N1218664W001	0.0725	0.0039	0.003	0.0062	0.0106	0.0006	0.0014	0.0002	0.9016	0	9	9	sub4
S_390576N1221586W001	0	0	0	0	1	0	0	0	0	0	5	5	sub3
S_390657N1218291W001	0.0465	0.0012	0.0571	0.8491	0.0077	0.0235	0.0113	0.0009	0.0016	0.0012	4	4	sub4
S_390679N1215161W001	0.0003	0.9965	0.0018	0.0001	0.0009	0.0001	0	0	0.0002	0	2	2	sub5
S_390682N1216901W001	0.0038	0.0794	0.0082	0.1267	0.1356	0.0287	0.2342	0.0192	0.0138	0.3503	10	10	sub5
S_390682N1216901W002	0.0043	0.0564	0.0096	0.094	0.0002	0.142	0.0023	0.0016	0.0006	0.6891	10	10	sub5
S_390682N1216901W003	0.0066	0.2009	0.0157	0.0584	0.0001	0.1958	0.0016	0.002	0.001	0.5179	10	10	sub5
S_390696N1217778W001	0.0066	0.0644	0.4319	0.1916	0.0057	0.0151	0.0565	0.2044	0.0109	0.0129	3	3	sub4
S_390696N1217778W002	0.2738	0.0015	0.6454	0.0208	0.0004	0.0264	0	0.0034	0.0274	0.0009	3	3	sub4
S_390696N1217778W003	0.9886	0	0.0055	0	0	0.0018	0	0	0.0041	0	1	1	sub4
S_390696N1217778W004	0.5978	0.0004	0.3746	0.0002	0	0.0132	0	0	0.0138	0	1	1	sub4
S_390752N1213738W001	0.1331	0.0052	0.7382	0.0946	0.0018	0.025	0.0002	0.0004	0.0009	0.0005	3	3	sub5
S_390921N1221422W001	0	0	0	0	1	0	0	0	0	0	5	5	sub3
S_390930N1219767W001	0.0004	0.0003	0.0113	0.007	0.0623	0.0002	0.9165	0.0014	0.0001	0.0007	7	7	sub4
S_391021N1221961W001	0	0	0	0	1	0	0	0	0	0	5	5	sub3
S_391124N1217226W001	0.0003	0.0006	0.0017	0.0251	0	0.0008	0.0003	0.9368	0.0009	0.0335	8	8	sub5
S_391210N1222088W001	0	0	0	0	0.9999	0	0.0001	0	0	0	5	5	sub3
S_391275N1216569W001	0.0173	0.0018	0.9792	0.0016	0	0	0	0	0	0	3	3	sub5
S_391279N1216989W001	0.0078	0.1257	0.5508	0.1954	0.0214	0.0186	0.0265	0.0086	0.0014	0.0438	3	3	sub5
S_391279N1216989W002	0.0007	0.0011	0.9882	0.0073	0.0002	0.0002	0	0.0017	0.0003	0.0002	3	3	sub5
S_391279N1216989W003	0.0011	0.0014	0.9871	0.0068	0.0003	0.0003	0	0.0022	0.0005	0.0002	3	3	sub5
S_391282N1214436W001	0.0454	0.0309	0.0791	0.0023	0.832	0.0013	0.0032	0.0029	0.0025	0.0005	5	5	sub5
S_391330N1222165W001	0	0	0	0	1	0	0	0	0	0	5	5	sub3
S_391330N1222165W002	0.0499	0.0544	0.4568	0.0188	0.2863	0.0037	0.1103	0.006	0.0058	0.0078	3	3	sub3
S_391330N1222165W003	0.0363	0.0836	0.2868	0.024	0.2436	0.0085	0.2777	0.0143	0.0106	0.0145	3	3	sub3
S_391401N1221325W001	0.7831	0	0.0207	0.0004	0	0.1924	0	0	0.0034	0	1	1	sub3
S_391406N1216961W001	0.0176	0.2792	0.0772	0.1439	0.2958	0.0063	0.1284	0.0362	0.0078	0.0076	5	5	sub5
S_391414N1217442W001	0.0011	0.0059	0.0716	0.5143	0.0014	0.0003	0.0026	0.4006	0.0019	0.0002	4	4	sub5
S_391512N1216190W001	0	0.9853	0.0084	0.0061	0.0001	0	0	0	0	0	2	2	sub5
S_391578N1214696W001	0.0027	0	0.0001	0	0	0.0003	0	0.0001	0.9969	0	9	9	sub5
S_391658N1217070W001	0	0	0	0	0	0	0.9999	0	0	0	7	7	sub5
S_391658N1217070W002	0.0001	0.0001	0	0.0001	0	0.0077	0	0	0.0001	0.9919	10	10	sub5
S_391658N1217070W003	0.0001	0.0001	0	0.0001	0	0.006	0	0	0	0.9937	10	10	sub5
S_391675N1222693W001	0	0	0.0001	0	0.9998	0	0	0.0001	0	0	5	5	sub3
S_391710N1217359W001	0.0009	0.0001	0.0001	0.0002	0	0.0027	0.0062	0.0001	0.0003	0.9894	10	10	sub5
S_391746N1221495W001	0.9965	0	0	0	0	0.0019	0	0	0.0015	0	1	1	sub3
S_391759N1215241W001	0	0	0.0001	0.9999	0	0	0	0	0	0	4	4	sub5
S_391759N1215241W002	0	0	0	0	0	0	0	0	0	1	10	10	sub5
S_391759N1215241W003	0	0	0	0	0	0	0	0	0	1	10	10	sub5
S_391759N1215241W004	0	0	0	0	0	0	0	0	0	1	10	10	sub5
S_391826N1219935W001	0.999	0	0.0005	0	0	0.0004	0	0	0	0	1	1	sub4
S_391914N1221719W001	0	0	1	0	0	0	0	0	0	0	3	3	sub3
S_391975N1218937W001	0.0183	0.0003	0.9804	0.0006	0.0001	0.0002	0	0	0	0	3	3	sub5
S_392038N1217147W001	0.4971	0	0.0078	0.0129	0.0001	0.0556	0	0.0002	0.4263	0	1	1	sub5
S_392127N1215185W001	0	0	0	0	0	0	0	0	0	1	10	10	sub5
S_392145N1214873W001	0	0	0	0	0	0	0	0	0	1	10	10	sub5
S_392146N1215404W001	0	0	0	0	0	0	0	0	0	0.9999	10	10	sub5
S_392147N1215434W001	0.0127	0.0341	0.0195	0.0842	0.0555	0.0477	0.3971	0.0721	0.0311	0.246	7	7	sub5
S_392258N1219984W001	0.8622	0	0	0.0003	0	0.1351	0	0	0.0024	0	1	1	sub4
S_392349N1215809W001	0.1045	0.0009	0.6717	0.0495	0	0.1684	0	0.0001	0.0023	0.0025	3	3	sub5
S_392361N1215824W001	0.0032	0	0.0015	0.0044	0	0.9515	0	0.0001	0.039	0.0003	6	6	sub5
S_392364N1215831W001	0.0391	0	0.0015	0.001	0	0.8287	0	0	0.1294	0.0002	6	6	sub5
S_392394N1216509W001	0	0	0	0	0.0001	0.0003	0.9982	0	0.0001	0.0011	7	7	sub5
S_392394N1216509W002	0.0023	0	0	0.0001	0	0.9956	0	0	0.0021	0	6	6	sub5
S_392394N1216509W003	0.0005	0	0	0	0	0.9992	0	0	0.0004	0	6	6	sub5
S_392394N1216509W004	0.0005	0	0	0	0	0.9993	0	0	0.0002	0	6	6	sub5
S_392394N1216509W005	0.0006	0	0	0.0001	0	0.9991	0	0	0.0002	0	6	6	sub5
S_392396N1215815W001	0.0014	0	0.9981	0.0004	0	0.0001	0	0	0	0	3	3	sub5
S_392406N1214951W001	0	0.9818	0.0006	0.0005	0	0.0001	0.0001	0.0004	0	0.0164	2	2	sub5
S_392406N1214951W002	0	0.9031	0.0008	0.001	0	0.0004	0.0001	0.0006	0.0001	0.0939	2	2	sub5
S_392406N1214951W003	0	0.0886	0.0001	0.0001	0	0.0001	0	0.0001	0	0.9109	10	10	sub5
S_392410N1216105W001	0.2929	0	0.0003	0.0008	0	0.0141	0	0.0002	0.6915	0.0001	9	9	sub5
S_392414N1221535W002	0	0	0	0	0.9999	0	0	0	0	0	5	5	sub3
S_392414N1221535W003	0.0036	0	0.996	0	0.0003	0	0	0	0	0	3	3	sub3
S_392414N1221535W004	0.0001	0	0.9999	0	0	0	0	0	0	0	3	3	sub3
S_392424N1215030W001	0	0.007	0	0	0	0	0	0	0	0.9929	10	10	sub5
S_392430N1214980W001	0.0015	0.0328	0.0112	0.0157	0.007	0.005	0.4894	0.0686	0.0022	0.3666	7	7	sub5
S_392434N1215603W001	0.0061	0.0274	0.8476	0.0234	0.0028	0.0056	0.0002	0.0759	0.0093	0.0018	3	3	sub5
S_392436N1214875W001	0.0005	0.0014	0.005	0.0031	0.0001	0.0019	0.0023	0.0651	0.0009	0.9196	10	10	sub5
S_392438N1214923W001	0.0039	0.0442	0.0133	0.0232	0.0098	0.0137	0.4047	0.1372	0.0073	0.3427	7	7	sub5
S_392439N1221540W001	0	0.0011	0.9963	0.0025	0	0	0	0	0	0	3	3	sub3
S_392441N1215758W001	0.0633	0.0003	0.0236	0.0282	0	0.0032	0	0.0071	0.0026	0.8716	10	10	sub5
S_392452N1214999W001	0	0	0	0	0	0	0	0.0002	0	0.9998	10	10	sub5
S_392489N1215689W001	0	0	0.0005	0	0	0	0	0	0	0.9994	10	10	sub5
S_392490N1215601W001	0	0	0	0	0	0	0	0	0	1	10	10	sub5
S_392490N1215658W001	0	0	0	0	0	0	0	0	0	1	10	10	sub5
S_392497N1222327W001	0.0116	0.0002	0.0001	0	0	0.0032	0.527	0.0001	0.4578	0	7	7	sub3
S_392553N1215021W001	0	0	0	0	0	0	0	0	0	1	10	10	sub5
S_392583N1215391W001	0	0	0	0	0	0	0	0	0	1	10	10	sub5
S_392603N1216860W001	0.6094	0	0.0008	0.0001	0	0.0364	0	0.0001	0.3533	0	1	1	sub5
S_392629N1222754W001	0.2029	0.0834	0.0512	0.1181	0.4262	0.029	0.0257	0.0057	0.053	0.0048	5	5	sub3
S_392634N1217141W001	0.0086	0.0166	0.0072	0.0143	0.0121	0.0131	0.8407	0.029	0.0173	0.0411	7	7	sub5
S_392643N1215408W001	0.0102	0.0257	0.0027	0.0004	0.0001	0.008	0.0001	0.0004	0.0061	0.9464	10	10	sub5
S_392646N1215834W001	0.0849	0	0.0006	0	0	0.907	0	0	0.0075	0	6	6	sub5
S_392673N1219785W001	0.0032	0.0001	0	0.0002	0	0.0062	0.9836	0.0003	0.0044	0.0021	7	7	sub4
S_392727N1215762W001	0	0.9999	0.0001	0	0	0	0	0	0	0	2	2	sub5
S_392727N1215762W002	0.003	0.0041	0.0009	0.0001	0	0.1097	0	0	0.0047	0.8775	10	10	sub5
S_392740N1215960W001	0.98	0.0001	0.0008	0.0002	0.0002	0.0023	0	0	0.0163	0	1	1	sub5
S_392753N1221057W001	0.3481	0	0.6517	0	0	0	0	0	0.0002	0	3	3	sub3
S_392753N1221057W002	0.2285	0	0.7637	0.0001	0	0.0001	0	0	0.0076	0	3	3	sub3
S_392753N1221057W003	0.9994	0	0.0004	0	0	0.0002	0	0	0	0	1	1	sub3
S_392790N1216451W001	0.6505	0.0002	0.2613	0.0595	0.0032	0.0217	0	0.0001	0.0033	0.0002	1	1	sub5
S_392804N1215955W001	0.1236	0	0	0.0001	0	0.0968	0.0012	0	0.7783	0	9	9	sub5
S_392867N1217825W001	0.9996	0	0.0001	0	0	0	0	0	0.0002	0	1	1	sub5
S_392870N1222095W001	0	0.0001	0.0001	0.0001	0.0015	0.0001	0.9975	0.0002	0	0.0004	7	7	sub3
S_392929N1216859W001	0.3903	0	0.2138	0.3527	0	0.0428	0	0	0.0004	0	1	1	sub5
S_392947N1218022W001	0.1693	0.0001	0.8305	0	0	0.0001	0	0	0	0	3	3	sub5
S_392954N1221212W001	0.0581	0	0.9419	0	0	0	0	0	0	0	3	3	sub3
S_392970N1216907W001	0.0044	0.0003	0.0003	0.0011	0	0.9914	0.0005	0.0001	0.0014	0.0005	6	6	sub5
S_392970N1216907W002	0.0161	0.0004	0.0006	0.002	0.0001	0.9654	0.0071	0.0003	0.0064	0.0016	6	6	sub5
S_392970N1216907W003	0.0196	0.0062	0.4754	0.4441	0.0104	0.0047	0.0252	0.0121	0.0011	0.0013	3	3	sub5
S_392978N1220313W001	0.0004	0.0001	0.0002	0.9979	0	0.0004	0	0.0002	0.0007	0	4	4	sub4
S_393010N1219528W001	0.0001	0	0.0028	0	0	0.0006	0	0	0.9964	0	9	9	sub4
S_393010N1219528W002	0.0001	0	0.0103	0.0001	0	0.0014	0	0.9234	0.0648	0	8	8	sub4
S_393010N1219528W003	0	0	0.0036	0.0004	0	0.0002	0	0.9918	0.004	0	8	8	sub4
S_393054N1215973W001	0.0001	0.9103	0.0055	0.0827	0	0.0014	0	0	0	0	2	2	sub5
S_393054N1215973W002	0.0044	0	0	0	0	0.0185	0	0	0.977	0	9	9	sub5
S_393054N1215973W003	0.0041	0	0	0	0	0.047	0	0	0.9489	0	9	9	sub5
S_393169N1218004W002	0.0001	0.0113	0.9838	0.0004	0.0001	0	0	0.0041	0.0001	0.0001	3	3	sub5
S_393169N1218004W003	0.0165	0.0008	0.9195	0.038	0.0006	0.001	0.0001	0.001	0.0002	0.0223	3	3	sub5
S_393169N1218004W004	0.014	0.0008	0.9238	0.0393	0.0007	0.0008	0.0001	0.0012	0.0002	0.0191	3	3	sub5
S_393169N1218004W005	0.0471	0	0.0003	0.0002	0	0.0025	0	0.0007	0.9491	0	9	9	sub5
S_393190N1215089W001	0.0374	0.0004	0.0197	0.001	0	0.0329	0	0.0026	0.1765	0.7295	10	10	sub5
S_393257N1218830W001	0.0181	0	0.9773	0.0032	0	0.0006	0	0.0002	0.0006	0	3	3	sub5
S_393257N1218830W002	0.0009	0	0.9981	0.0005	0	0.0001	0	0.0002	0.0001	0	3	3	sub5
S_393257N1218830W003	0.0004	0.0001	0.9989	0.0003	0	0.0001	0	0.0002	0.0001	0	3	3	sub5
S_393269N1217096W001	0.1122	0.0003	0.6968	0.012	0.0003	0.0074	0	0.006	0.1647	0.0004	3	3	sub5
S_393337N1217097W001	0.1099	0.0008	0.225	0.5175	0.0003	0.089	0.0004	0.0057	0.0442	0.0072	4	4	sub5
S_393352N1222124W001	0.0001	0	0	0	0	0	0.9996	0.0001	0	0.0001	7	7	sub3
S_393383N1216575W001	0.0001	0	0.0131	0.9868	0	0	0	0	0	0	4	4	sub5
S_393416N1220838W001	0.0052	0	0.9201	0.0001	0	0.0001	0	0.0002	0.0744	0	3	3	sub3
S_393417N1220838W001	0.0002	0	0.9992	0	0	0	0	0	0.0006	0	3	3	sub3
S_393417N1220838W002	0.0023	0	0.9771	0	0	0	0	0	0.0206	0	3	3	sub3
S_393417N1220838W003	0.0005	0	0.9984	0.0008	0	0.0002	0	0.0001	0	0	3	3	sub3
S_393437N1219519W001	0.0003	0	0.9982	0	0	0	0	0	0.0015	0	3	3	sub4
S_393437N1219519W002	0.0016	0.0003	0.1093	0.0002	0	0.0021	0	0.042	0.8446	0	9	9	sub4
S_393437N1219519W003	0	0.0005	0.0064	0.0004	0	0.0001	0	0.9913	0.001	0.0001	8	8	sub4
S_393437N1219519W004	0	0.0001	0.0005	0.0002	0	0	0.0003	0.9988	0.0001	0	8	8	sub4
S_393457N1218375W001	0.0148	0.0086	0.1676	0.2043	0.0068	0.0043	0.0305	0.5084	0.0044	0.0503	8	8	sub5
S_393476N1221838W001	0	0	0	0	0	0	0.9996	0.0001	0	0.0001	7	7	sub3
S_393619N1219101W001	0.0017	0.2948	0.1922	0.0136	0.1456	0.0032	0.0503	0.294	0.0029	0.0017	2	2	sub4
S_393640N1216328W001	0.0004	0.005	0.001	0.9821	0	0.0066	0.0006	0.0008	0.0005	0.0029	4	4	sub5
S_393672N1219985W001	0.984	0	0.0001	0.0066	0	0.0085	0	0	0.0008	0	1	1	sub4
S_393816N1217040W001	0.1405	0	0.0575	0.799	0.0001	0.0001	0	0.0009	0.0018	0	4	4	sub5
S_393976N1219617W001	0.0015	0.0002	0.0097	0.0011	0.0003	0.0003	0	0.0201	0.9667	0	9	9	sub4
S_394002N1222764W001	0.0002	0.987	0.0028	0.0008	0.0089	0	0.0002	0	0.0001	0	2	2	sub3
S_394141N1217561W001	0	0	0	0.0001	0	0	0.0029	0.9968	0	0.0002	8	8	sub5
S_394208N1221341W001	0	0	0	0	1	0	0	0	0	0	5	5	sub3
S_394208N1221341W002	0	0.0017	0.9958	0	0.0015	0	0	0.0008	0.0001	0	3	3	sub3
S_394208N1221341W003	0.0001	0.0001	0.9961	0	0	0	0	0.0026	0.0011	0	3	3	sub3
S_394208N1221341W004	0.0261	0	0.9716	0.0018	0.0003	0.0001	0	0	0	0.0001	3	3	sub3
S_394283N1215586W001	0.1402	0.0093	0.7093	0.032	0.0027	0.008	0.0012	0.0285	0.0635	0.0053	3	3	sub5
S_394294N1221846W001	0.9943	0	0	0	0	0.0018	0	0	0.0038	0	1	1	sub3
S_394347N1222744W001	0.0004	0.0016	0.0047	0.0003	0.9927	0	0.0001	0.0002	0.0001	0	5	5	sub3
S_394363N1222487W001	0.0169	0.0031	0.8276	0.0092	0.1258	0.0002	0.0001	0.0125	0.0045	0.0001	3	3	sub3
S_394419N1219433W001	0.0108	0	0.1459	0	0	0.0001	0	0.0001	0.8432	0	9	9	sub4
S_394419N1219433W002	0.9953	0	0	0	0	0	0	0	0.0046	0	1	1	sub4
S_394419N1219433W003	1	0	0	0	0	0	0	0	0	0	1	1	sub4
S_394564N1220246W001	0	0	0	0.0003	0	0	0.9997	0	0	0	7	7	sub3
S_394575N1220728W001	0	0	0	0	0	0	0	0.9998	0.0001	0	8	8	sub3
S_394634N1218278W001	0	0	0	0	0	0	0	0.9999	0	0	8	8	sub5
S_394634N1218278W002	0	0	0	0	0	0	0	1	0	0	8	8	sub5
S_394635N1218276W001	0	0	0	0	0	0	0	1	0	0	8	8	sub5
S_394644N1219514W001	1	0	0	0	0	0	0	0	0	0	1	1	sub4
S_394661N1221076W001	0.0005	0.0002	0.0051	0.0311	0.0004	0.001	0.001	0.9576	0.0027	0.0004	8	8	sub3
S_394927N1219648W001	0.0008	0.0001	0.866	0	0	0	0	0.0021	0.131	0	3	3	sub4
S_394927N1219648W002	0.0685	0	0	0	0	0	0	0	0.9314	0	9	9	sub4
S_394927N1219648W003	0.9984	0	0	0	0	0	0	0	0.0016	0	1	1	sub4
S_394927N1219648W004	1	0	0	0	0	0	0	0	0	0	1	1	sub4
S_394944N1216932W001	0.0003	0.0001	0.0005	0.0004	0	0.0004	0	0.9606	0.0371	0.0006	8	8	sub5
S_394944N1216932W002	0.0003	0.0001	0.0005	0.0003	0	0.0003	0	0.9466	0.0515	0.0004	8	8	sub5
S_394998N1220274W001	0.006	0	0.0006	0.9488	0	0.0337	0	0	0.0109	0	4	4	sub3
S_395050N1217665W001	0.0001	0.0002	0.0006	0.0008	0.0002	0.0001	0.0359	0.9616	0.0001	0.0005	8	8	sub5
S_395118N1217880W001	0	0	0	0	0	0	0	0.9999	0.0001	0	8	8	sub5
S_395118N1217880W002	0	0	0	0	0	0	0	1	0	0	8	8	sub5
S_395118N1217880W003	0	0	0	0	0	0	0	0.9999	0.0001	0	8	8	sub5
S_395157N1221122W001	0.1092	0	0.7783	0	0.1125	0	0	0	0	0	3	3	sub3
S_395157N1221122W002	0	0	0	0	0	0	0	1	0	0	8	8	sub3
S_395157N1221122W003	0	0.0001	0.0001	0.0002	0.0001	0	0.012	0.9873	0	0.0002	8	8	sub3
S_395240N1216653W001	0.4284	0.0008	0.0274	0.0064	0.0006	0.0232	0.0001	0.0006	0.4975	0.0151	9	9	sub5
S_395386N1222523W001	0.0019	0.0001	0.005	0	0.2744	0	0	0.0004	0.7182	0	9	9	sub3
S_395436N1220644W001	0.0146	0.0002	0.0282	0.944	0	0.0012	0.0001	0.0091	0.0026	0.0001	4	4	sub3
S_395539N1217622W001	0.378	0.0017	0.0546	0.2815	0.0041	0.0244	0.0076	0.0262	0.1898	0.0319	1	1	sub5
S_395595N1220326W002	0.6751	0.0001	0.1819	0.09	0.0022	0.0014	0	0.001	0.0481	0.0001	1	1	sub3
S_395595N1220326W003	0.0213	0.001	0.1105	0.7111	0.0009	0.011	0.0002	0.0927	0.0505	0.0007	4	4	sub3
S_395595N1220326W004	0	0	0	0	0	0	0.9996	0.0004	0	0	7	7	sub3
S_395632N1221069W001	0.0007	0	0	0	0	0.0001	0.9973	0	0.0019	0	7	7	sub3
S_395771N1219082W001	0.0043	0.0024	0.9248	0.0003	0	0	0	0.0001	0.0681	0	3	3	sub5
S_395771N1219083W001	0.0003	0	0.9992	0	0	0	0	0	0.0005	0	3	3	sub5
S_395771N1219083W002	0.0046	0.0056	0.0568	0.9099	0.0004	0.0043	0.0157	0.0012	0.0002	0.0014	4	4	sub5
S_395772N1221610W001	0.9542	0	0.0291	0.0002	0.0081	0.0019	0	0	0.0066	0	1	1	sub3
S_395812N1217026W001	0.9847	0.0001	0.0046	0	0.0019	0	0	0	0.0087	0	1	1	sub5
S_395812N1217026W002	0.9813	0.0001	0.0037	0	0.0022	0	0	0	0.0126	0	1	1	sub5
S_395812N1217026W003	0.9868	0	0.0041	0	0.0015	0	0	0	0.0077	0	1	1	sub5
S_395848N1222254W001	0.3494	0	0.071	0.0001	0.5775	0.0002	0	0	0.0018	0	5	5	sub3
S_395855N1221170W001	0	0	0	0	1	0	0	0	0	0	5	5	sub3
S_395855N1221170W002	0	0	0.0002	0	0.9998	0	0	0	0	0	5	5	sub3
S_395855N1221170W003	0.0097	0	0.9372	0	0.0531	0	0	0	0	0	3	3	sub3
S_395855N1221170W004	0.0002	0.0023	0.0295	0.013	0.9221	0.0001	0.0292	0.0035	0.0001	0	5	5	sub3
S_395891N1217303W001	0.9948	0	0.0027	0	0	0	0	0	0.0025	0	1	1	sub5
S_395913N1220367W001	0	0	0	0	0	0	1	0	0	0	7	7	sub3
S_396049N1222495W001	0.0001	0	0.0011	0	0.9988	0	0	0	0	0	5	5	sub3
S_396049N1222495W002	0.8334	0	0.0077	0	0.0002	0.0001	0	0	0.1586	0	1	1	sub3
S_396049N1222495W003	0.6337	0	0.0041	0	0	0.0002	0	0	0.3619	0	1	1	sub3
S_396049N1222495W004	0	0	0	0	1	0	0	0	0	0	5	5	sub3
S_396060N1222621W001	0	0	0	0	1	0	0	0	0	0	5	5	sub3
S_396084N1220135W001	0	0	0	0	0	0	1	0	0	0	7	7	sub3
S_396087N1220456W001	0	0	0	0	0	0	1	0	0	0	7	7	sub3
S_396087N1220456W002	0	0.0003	0.0016	0.9814	0	0	0.0001	0.0164	0	0	4	4	sub3
S_396087N1220456W003	0.9613	0	0.0018	0.0241	0	0.0001	0	0	0.0125	0	1	1	sub3
S_396127N1217883W001	0.9756	0	0.0191	0.0001	0	0	0	0	0.0051	0	1	1	sub5
S_396159N1220471W001	0.0001	0	0	0	0	0.0002	0.9991	0	0.0005	0	7	7	sub3
S_396244N1221872W001	0	0	0	0	1	0	0	0	0	0	5	5	sub3
S_396244N1221872W002	0.9687	0	0.0019	0	0.0242	0	0	0	0.0052	0	1	1	sub3
S_396244N1221872W003	0.0066	0	0.0202	0	0.9732	0	0	0	0	0	5	5	sub3
S_396299N1221007W001	0	0.0258	0.9692	0	0.0045	0	0	0.0004	0	0	3	3	sub3
S_396299N1221007W002	0	0.0001	0.9911	0	0.0088	0	0	0	0	0	3	3	sub3
S_396299N1221007W003	0.0116	0.0003	0.9836	0.0001	0.003	0	0	0	0.0014	0	3	3	sub3
S_396332N1222356W001	0	0	0	0	1	0	0	0	0	0	5	5	sub3
S_396352N1220330W001	0.9278	0	0.0003	0.0024	0	0.0063	0	0	0.0632	0	1	1	sub3
S_396355N1220331W001	0.0351	0.0024	0.043	0.8859	0.0009	0.0004	0	0.001	0.0313	0.0001	4	4	sub3
S_396468N1217263W001	0.9999	0	0	0	0	0	0	0	0.0001	0	1	1	sub5
S_396468N1217263W002	0.9994	0	0.0002	0	0.0001	0.0001	0	0	0.0003	0	1	1	sub5
S_396468N1217263W003	0.9986	0	0.0002	0	0	0.0001	0	0	0.001	0	1	1	sub5
S_396468N1217263W004	0.0003	0.0255	0.0133	0	0.9608	0	0	0	0.0001	0	5	5	sub5
S_396511N1218607W001	0.4652	0.0003	0.5343	0.0001	0	0	0	0	0.0001	0	3	3	sub5
S_396583N1219394W001	0.0881	0	0.0834	0.827	0	0.0014	0	0	0.0001	0	4	4	sub4
S_396655N1219250W001	1	0	0	0	0	0	0	0	0	0	1	1	sub4
S_396672N1221774W001	0.0215	0.1612	0.0213	0.5503	0.0007	0.1897	0.0098	0.0044	0.0042	0.037	4	4	sub3
S_396672N1221774W002	0.0006	0.0031	0.0212	0	0.0057	0	0	0.0024	0.9669	0	9	9	sub3
S_396672N1221774W003	0.0004	0.1076	0.2424	0.0001	0.6492	0	0	0.0002	0.0003	0	5	5	sub3
S_396730N1219206W001	0.9997	0	0	0	0	0.0002	0	0	0	0	1	1	sub4
S_396730N1219206W002	0.9993	0	0	0	0	0.0007	0	0	0	0	1	1	sub4
S_396730N1219206W003	0.5218	0	0.0027	0.0002	0	0.4748	0	0	0.0004	0	1	1	sub4
S_396735N1218144W001	0.8458	0	0.0001	0	0	0.15	0	0	0.004	0.0001	1	1	sub5
S_396735N1218144W002	0.7906	0	0.0003	0	0	0.1904	0	0	0.018	0.0008	1	1	sub5
S_396735N1218144W003	0.8676	0	0.0001	0	0	0.1284	0	0	0.0036	0.0003	1	1	sub5
S_396820N1217970W001	0.9999	0	0	0	0	0	0	0	0	0	1	1	sub5
S_396820N1217970W002	0.9999	0	0	0	0	0	0	0	0.0001	0	1	1	sub5
S_396820N1217970W003	0.0002	0.0953	0.0062	0.8899	0	0.0047	0.0002	0.0011	0.0002	0.0023	4	4	sub5
S_396892N1218121W001	0.4838	0.0135	0.3652	0.0066	0.0171	0.0344	0	0.0003	0.0789	0.0001	1	1	sub5
S_396943N1219410W001	0.9885	0	0.0108	0.0001	0	0.0006	0	0	0	0	1	1	sub4
S_396943N1219410W002	0.0007	0	0.0004	0.9989	0	0.0001	0	0	0	0	4	4	sub4
S_396943N1219410W003	0.0002	0	0.0003	0.9993	0	0	0	0.0001	0	0	4	4	sub4
S_396971N1219893W001	0.0004	0	0.0003	0.9994	0	0	0	0	0	0	4	4	sub4
S_396971N1222533W001	0	0	0	0	1	0	0	0	0	0	5	5	sub3
S_396971N1222535W001	0.0002	0	0.0014	0	0.9979	0	0	0	0.0004	0	5	5	sub3
